Country,Year,Population
DEU,1970,78.366605
DEU,1971,78.584779
DEU,1972,78.700104
DEU,1973,78.732884
DEU,1974,78.713928
DEU,1975,78.667327
DEU,1976,78.604473
DEU,1977,78.524727
DEU,1978,78.426715
DEU,1979,78.305017
DEU,1980,78.159527
DEU,1981,77.990369
DEU,1982,77.812348
DEU,1983,77.657451
DEU,1984,77.566776
DEU,1985,77.570009
DEU,1986,77.671877
DEU,1987,77.864381
DEU,1988,78.146938
DEU,1989,78.51479
DEU,1990,78.958237
DEU,1991,79.483739
DEU,1992,80.07594
DEU,1993,80.675999
DEU,1994,81.206786
DEU,1995,81.6129
DEU,1996,81.870772
DEU,1997,81.993831
DEU,1998,82.010184
DEU,1999,81.96583
DEU,2000,81.895925
DEU,2001,81.809438
DEU,2002,81.699829
DEU,2003,81.569481
DEU,2004,81.417791
DEU,2005,81.246801
DEU,2006,81.055904
DEU,2007,80.854515
DEU,2008,80.665906
DEU,2009,80.519685
DEU,2010,80.435307
DEU,2011,80.424665
DEU,2012,80.477952
DEU,2013,80.565861
DEU,2014,80.646262
DJI,1970,0.159667
DJI,1971,0.16937
DJI,1972,0.179212
DJI,1973,0.190536
DJI,1974,0.205157
DJI,1975,0.224182
DJI,1976,0.248619
DJI,1977,0.277622
DJI,1978,0.308213
DJI,1979,0.336254
DJI,1980,0.35896
DJI,1981,0.374683
DJI,1982,0.384743
DJI,1983,0.392908
DJI,1984,0.404589
DJI,1985,0.42347
DJI,1986,0.451068
DJI,1987,0.485565
DJI,1988,0.523266
DJI,1989,0.55881
DJI,1990,0.588356
DJI,1991,0.610679
DJI,1992,0.627063
DJI,1993,0.639215
DJI,1994,0.649878
DJI,1995,0.661076
DJI,1996,0.673202
DJI,1997,0.685644
DJI,1998,0.698256
DJI,1999,0.710652
DJI,2000,0.722562
DJI,2001,0.734088
DJI,2002,0.745459
DJI,2003,0.756656
DJI,2004,0.767644
DJI,2005,0.778406
DJI,2006,0.788941
DJI,2007,0.799309
DJI,2008,0.809639
DJI,2009,0.820097
DJI,2010,0.830802
DJI,2011,0.841802
DJI,2012,0.853069
DJI,2013,0.864554
DJI,2014,0.876174
DMA,1970,0.071076
DMA,1971,0.071566
DMA,1972,0.071737
DMA,1973,0.071745
DMA,1974,0.071811
DMA,1975,0.072091
DMA,1976,0.072648
DMA,1977,0.073411
DMA,1978,0.074239
DMA,1979,0.074923
DMA,1980,0.075313
DMA,1981,0.075376
DMA,1982,0.075168
DMA,1983,0.07475
DMA,1984,0.074215
DMA,1985,0.07364
DMA,1986,0.073025
DMA,1987,0.072368
DMA,1988,0.071743
DMA,1989,0.071242
DMA,1990,0.070928
DMA,1991,0.070849
DMA,1992,0.070978
DMA,1993,0.071205
DMA,1994,0.071372
DMA,1995,0.071367
DMA,1996,0.071146
DMA,1997,0.070756
DMA,1998,0.070295
DMA,1999,0.069902
DMA,2000,0.069679
DMA,2001,0.06966
DMA,2002,0.069806
DMA,2003,0.070058
DMA,2004,0.070325
DMA,2005,0.070542
DMA,2006,0.07069
DMA,2007,0.070795
DMA,2008,0.070881
DMA,2009,0.070995
DMA,2010,0.071167
DMA,2011,0.071402
DMA,2012,0.071685
DMA,2013,0.072005
DMA,2014,0.072341
DNK,1950,4.272179114
DNK,1951,4.304808073
DNK,1952,4.33519671
DNK,1953,4.370486201
DNK,1954,4.407216616
DNK,1955,4.440225719
DNK,1956,4.467704369
DNK,1957,4.489070187
DNK,1958,4.516378559
DNK,1959,4.547891412
DNK,1960,4.582264646
DNK,1961,4.611089779
DNK,1962,4.648182213
DNK,1963,4.684872085
DNK,1964,4.721474194
DNK,1965,4.759413724
DNK,1966,4.798824703
DNK,1967,4.840135926
DNK,1968,4.868643875
DNK,1969,4.892037287
DNK,1970,4.930118
DNK,1971,4.960476
DNK,1972,4.989146
DNK,1973,5.015766
DNK,1974,5.03992
DNK,1975,5.061289
DNK,1976,5.079962
DNK,1977,5.095956
DNK,1978,5.108836
DNK,1979,5.118065
DNK,1980,5.123435
DNK,1981,5.124807
DNK,1982,5.12281
DNK,1983,5.118966
DNK,1984,5.115308
DNK,1985,5.113408
DNK,1986,5.113767
DNK,1987,5.116351
DNK,1988,5.121511
DNK,1989,5.129472
DNK,1990,5.140332
DNK,1991,5.154309
DNK,1992,5.171304
DNK,1993,5.190631
DNK,1994,5.211321
DNK,1995,5.232582
DNK,1996,5.254383
DNK,1997,5.276683
DNK,1998,5.29868
DNK,1999,5.31941
DNK,2000,5.338283
DNK,2001,5.354704
DNK,2002,5.369058
DNK,2003,5.382953
DNK,2004,5.398645
DNK,2005,5.417692
DNK,2006,5.440696
DNK,2007,5.466988
DNK,2008,5.495302
DNK,2009,5.523755
DNK,2010,5.550959
DNK,2011,5.576577
DNK,2012,5.600972
DNK,2013,5.624293
DNK,2014,5.646899
DOM,1951,2.463079369
DOM,1952,2.536612387
DOM,1953,2.615594912
DOM,1954,2.699296749
DOM,1955,2.78699159
DOM,1956,2.879163479
DOM,1957,2.976298888
DOM,1958,3.077668837
DOM,1959,3.182545318
DOM,1960,3.290202505
DOM,1961,3.401253345
DOM,1962,3.516181154
DOM,1963,3.634067848
DOM,1964,3.753991948
DOM,1965,3.875031972
DOM,1966,3.997735566
DOM,1967,4.12271713
DOM,1968,4.249155198
DOM,1969,4.376227815
DOM,1970,4.503114
DOM,1971,4.631114
DOM,1972,4.759935
DOM,1973,4.889437
DOM,1974,5.019471
DOM,1975,5.149934
DOM,1976,5.280727
DOM,1977,5.411867
DOM,1978,5.54352
DOM,1979,5.67593
DOM,1980,5.809271
DOM,1981,5.943591
DOM,1982,6.078816
DOM,1983,6.214857
DOM,1984,6.351572
DOM,1985,6.488857
DOM,1986,6.626544
DOM,1987,6.764623
DOM,1988,6.903314
DOM,1989,7.04294
DOM,1990,7.183646
DOM,1991,7.325622
DOM,1992,7.468551
DOM,1993,7.611463
DOM,1994,7.753052
DOM,1995,7.89242
DOM,1996,8.029114
DOM,1997,8.163474
DOM,1998,8.296375
DOM,1999,8.429116
DOM,2000,8.562623
DOM,2001,8.697127
DOM,2002,8.832286
DOM,2003,8.967759
DOM,2004,9.102997
DOM,2005,9.237565
DOM,2006,9.371333
DOM,2007,9.504336
DOM,2008,9.636491
DOM,2009,9.767737
DOM,2010,9.897983
DOM,2011,10.02714
DOM,2012,10.155036
DOM,2013,10.281408
DOM,2014,10.405943
DZA,1960,11.39336405
DZA,1961,11.61513738
DZA,1962,11.48908476
DZA,1963,11.77308064
DZA,1964,12.12814645
DZA,1965,12.49392015
DZA,1966,12.88665534
DZA,1967,13.32671105
DZA,1968,13.72959638
DZA,1969,14.12858539
DZA,1970,14.550033
DZA,1971,14.960111
DZA,1972,15.377095
DZA,1973,15.804428
DZA,1974,16.247113
DZA,1975,16.709098
DZA,1976,17.190236
DZA,1977,17.690184
DZA,1978,18.212331
DZA,1979,18.760761
DZA,1980,19.337723
DZA,1981,19.943667
DZA,1982,20.575701
DZA,1983,21.228288
DZA,1984,21.893857
DZA,1985,22.565908
DZA,1986,23.241276
DZA,1987,23.917889
DZA,1988,24.591493
DZA,1989,25.257671
DZA,1990,25.912364
DZA,1991,26.554277
DZA,1992,27.180921
DZA,1993,27.785977
DZA,1994,28.362015
DZA,1995,28.9043
DZA,1996,29.411839
DZA,1997,29.887717
DZA,1998,30.33688
DZA,1999,30.766551
DZA,2000,31.183658
DZA,2001,31.59032
DZA,2002,31.990387
DZA,2003,32.394886
DZA,2004,32.817225
DZA,2005,33.267887
DZA,2006,33.749328
DZA,2007,34.261971
DZA,2008,34.811059
DZA,2009,35.40179
DZA,2010,36.036159
DZA,2011,36.717132
DZA,2012,37.439427
DZA,2013,38.186135
DZA,2014,38.934334
ECU,1950,3.445162533
ECU,1951,3.535690867
ECU,1952,3.628385331
ECU,1953,3.724328986
ECU,1954,3.824185615
ECU,1955,3.928620461
ECU,1956,4.037191329
ECU,1957,4.149453097
ECU,1958,4.266072472
ECU,1959,4.387715429
ECU,1960,4.515047946
ECU,1961,4.648211406
ECU,1962,4.786762152
ECU,1963,4.930488593
ECU,1964,5.079177674
ECU,1965,5.232619268
ECU,1966,5.390954272
ECU,1967,5.554325047
ECU,1968,5.722517077
ECU,1969,5.895319746
ECU,1970,6.07252
ECU,1971,6.248831
ECU,1972,6.428707
ECU,1973,6.611916
ECU,1974,6.798205
ECU,1975,6.987393
ECU,1976,7.179399
ECU,1977,7.374235
ECU,1978,7.571953
ECU,1979,7.772652
ECU,1980,7.976449
ECU,1981,8.183194
ECU,1982,8.392935
ECU,1983,8.606214
ECU,1984,8.823746
ECU,1985,9.045977
ECU,1986,9.272905
ECU,1987,9.504132
ECU,1988,9.739179
ECU,1989,9.97738
ECU,1990,10.218085
ECU,1991,10.460988
ECU,1992,10.70567
ECU,1993,10.9512
ECU,1994,11.196476
ECU,1995,11.440576
ECU,1996,11.68348
ECU,1997,11.924991
ECU,1998,12.163887
ECU,1999,12.398691
ECU,2000,12.628596
ECU,2001,12.852753
ECU,2002,13.072056
ECU,2003,13.2896
ECU,2004,13.509645
ECU,2005,13.735232
ECU,2006,13.96749
ECU,2007,14.205479
ECU,2008,14.4476
ECU,2009,14.69131
ECU,2010,14.934692
ECU,2011,15.17728
ECU,2012,15.419493
ECU,2013,15.661312
ECU,2014,15.902916
EGY,1950,21.97716664
EGY,1951,22.5025528
EGY,1952,23.04049796
EGY,1953,23.5913047
EGY,1954,24.1552795
EGY,1955,24.7327368
EGY,1956,25.32399694
EGY,1957,25.92939215
EGY,1958,26.54926057
EGY,1959,27.18394827
EGY,1960,27.83380525
EGY,1961,28.53492459
EGY,1962,29.20929052
EGY,1963,29.88045095
EGY,1964,30.61905154
EGY,1965,31.37804988
EGY,1966,32.12580424
EGY,1967,32.84616055
EGY,1968,33.52699484
EGY,1969,34.17846545
EGY,1970,34.808599
EGY,1971,35.561087
EGY,1972,36.302154
EGY,1973,37.046807
EGY,1974,37.815578
EGY,1975,38.62441
EGY,1976,39.478585
EGY,1977,40.377668
EGY,1978,41.324806
EGY,1979,42.32174
EGY,1980,43.369552
EGY,1981,44.465918
EGY,1982,45.61043
EGY,1983,46.807221
EGY,1984,48.061546
EGY,1985,49.373806
EGY,1986,50.748187
EGY,1987,52.17384
EGY,1988,53.617678
EGY,1989,55.035937
EGY,1990,56.397273
EGY,1991,57.689828
EGY,1992,58.922018
EGY,1993,60.108373
EGY,1994,61.272847
EGY,1995,62.434527
EGY,1996,63.595629
EGY,1997,64.754566
EGY,1998,65.922626
EGY,1999,67.112877
EGY,2000,68.334905
EGY,2001,69.599945
EGY,2002,70.90871
EGY,2003,72.247626
EGY,2004,73.596068
EGY,2005,74.942115
EGY,2006,76.274285
EGY,2007,77.605327
EGY,2008,78.976122
EGY,2009,80.442443
EGY,2010,82.040994
EGY,2011,83.787634
EGY,2012,85.660902
EGY,2013,87.613909
EGY,2014,89.57967
ESP,1950,28.10169895
ESP,1951,28.33706978
ESP,1952,28.58927708
ESP,1953,28.84388715
ESP,1954,29.10052561
ESP,1955,29.35921349
ESP,1956,29.61996987
ESP,1957,29.88280432
ESP,1958,30.14774356
ESP,1959,30.41480098
ESP,1960,30.68348187
ESP,1961,30.94655125
ESP,1962,31.20106772
ESP,1963,31.47321714
ESP,1964,31.78467398
ESP,1965,32.12879724
ESP,1966,32.49677042
ESP,1967,32.89561655
ESP,1968,33.28518017
ESP,1969,33.61241727
ESP,1970,33.92324
ESP,1971,34.305591
ESP,1972,34.701025
ESP,1973,35.104633
ESP,1974,35.509391
ESP,1975,35.909042
ESP,1976,36.302392
ESP,1977,36.687352
ESP,1978,37.05564
ESP,1979,37.397232
ESP,1980,37.704867
ESP,1981,37.976189
ESP,1982,38.212556
ESP,1983,38.415495
ESP,1984,38.588238
ESP,1985,38.73433
ESP,1986,38.85436
ESP,1987,38.950965
ESP,1988,39.032625
ESP,1989,39.110106
ESP,1990,39.192055
ESP,1991,39.287043
ESP,1992,39.397403
ESP,1993,39.518427
ESP,1994,39.64174
ESP,1995,39.764267
ESP,1996,39.878881
ESP,1997,39.996221
ESP,1998,40.151723
ESP,1999,40.392585
ESP,2000,40.7498
ESP,2001,41.230518
ESP,2002,41.815486
ESP,2003,42.475265
ESP,2004,43.167276
ESP,2005,43.854761
ESP,2006,44.537926
ESP,2007,45.209538
ESP,2008,45.817016
ESP,2009,46.295191
ESP,2010,46.601492
ESP,2011,46.708366
ESP,2012,46.637082
ESP,2013,46.455163
ESP,2014,46.259716
EST,1990,1.56532
EST,1991,1.548287
EST,1992,1.520879
EST,1993,1.48812
EST,1994,1.457145
EST,1995,1.433076
EST,1996,1.417786
EST,1997,1.409718
EST,1998,1.406388
EST,1999,1.403821
EST,2000,1.399145
EST,2001,1.391754
EST,2002,1.382735
EST,2003,1.37289
EST,2004,1.363549
EST,2005,1.355662
EST,2006,1.349369
EST,2007,1.344233
EST,2008,1.339941
EST,2009,1.336013
EST,2010,1.332089
EST,2011,1.328068
EST,2012,1.32404
EST,2013,1.32005
EST,2014,1.316203
ETH,1950,19.45331778
ETH,1951,19.77812089
ETH,1952,20.11515809
ETH,1953,20.46486895
ETH,1954,20.82771142
ETH,1955,21.20416367
ETH,1956,21.594737
ETH,1957,21.99995188
ETH,1958,22.42036007
ETH,1959,22.85508244
ETH,1960,23.30463765
ETH,1961,23.76764815
ETH,1962,24.24642026
ETH,1963,24.74234071
ETH,1964,25.2559741
ETH,1965,25.78430055
ETH,1966,26.33153909
ETH,1967,26.86428505
ETH,1968,27.43411767
ETH,1969,27.92687292
ETH,1970,28.414999
ETH,1971,29.24617
ETH,1972,30.135007
ETH,1973,31.028728
ETH,1974,31.855294
ETH,1975,32.568539
ETH,1976,33.144537
ETH,1977,33.614153
ETH,1978,34.053431
ETH,1979,34.569428
ETH,1980,35.239974
ETH,1981,36.093319
ETH,1982,37.109517
ETH,1983,38.259376
ETH,1984,39.493503
ETH,1985,40.775997
ETH,1986,42.097111
ETH,1987,43.470219
ETH,1988,44.908705
ETH,1989,46.433604
ETH,1990,48.057094
ETH,1991,49.784987
ETH,1992,51.602776
ETH,1993,53.477944
ETH,1994,55.366517
ETH,1995,57.237226
ETH,1996,59.076414
ETH,1997,60.893264
ETH,1998,62.707547
ETH,1999,64.550161
ETH,2000,66.443603
ETH,2001,68.393128
ETH,2002,70.39117
ETH,2003,72.43229
ETH,2004,74.506974
ETH,2005,76.608431
ETH,2006,78.735675
ETH,2007,80.891968
ETH,2008,83.079608
ETH,2009,85.302099
ETH,2010,87.561814
ETH,2011,89.858696
ETH,2012,92.191211
ETH,2013,94.558374
ETH,2014,96.958732
FIN,1950,4.009276983
FIN,1951,4.047680288
FIN,1952,4.090884365
FIN,1953,4.139789089
FIN,1954,4.187293687
FIN,1955,4.235298058
FIN,1956,4.282102593
FIN,1957,4.324406317
FIN,1958,4.360209662
FIN,1959,4.395113131
FIN,1960,4.430016123
FIN,1961,4.461423093
FIN,1962,4.491865331
FIN,1963,4.5237344
FIN,1964,4.548971471
FIN,1965,4.564161116
FIN,1966,4.581299777
FIN,1967,4.606176802
FIN,1968,4.626904001
FIN,1969,4.624219632
FIN,1970,4.60674
FIN,1971,4.623389
FIN,1972,4.644847
FIN,1973,4.668813
FIN,1974,4.691818
FIN,1975,4.711459
FIN,1976,4.726803
FIN,1977,4.738949
FIN,1978,4.74994
FIN,1979,4.762758
FIN,1980,4.779454
FIN,1981,4.800899
FIN,1982,4.826135
FIN,1983,4.853196
FIN,1984,4.879222
FIN,1985,4.902219
FIN,1986,4.921293
FIN,1987,4.937259
FIN,1988,4.951886
FIN,1989,4.967776
FIN,1990,4.986705
FIN,1991,5.009381
FIN,1992,5.034898
FIN,1993,5.061465
FIN,1994,5.086499
FIN,1995,5.108176
FIN,1996,5.126021
FIN,1997,5.140755
FIN,1998,5.153229
FIN,1999,5.16478
FIN,2000,5.176482
FIN,2001,5.188446
FIN,2002,5.200632
FIN,2003,5.2138
FIN,2004,5.228842
FIN,2005,5.246368
FIN,2006,5.2666
FIN,2007,5.289333
FIN,2008,5.31417
FIN,2009,5.340485
FIN,2010,5.367693
FIN,2011,5.395816
FIN,2012,5.424644
FIN,2013,5.453061
FIN,2014,5.47966
FJI,1960,0.392992389
FJI,1961,0.406990717
FJI,1962,0.421487605
FJI,1963,0.436060419
FJI,1964,0.450239574
FJI,1965,0.463025002
FJI,1966,0.473571471
FJI,1967,0.484561534
FJI,1968,0.494552483
FJI,1969,0.505542516
FJI,1970,0.520529
FJI,1971,0.531601
FJI,1972,0.542811
FJI,1973,0.554109
FJI,1974,0.565386
FJI,1975,0.576592
FJI,1976,0.587523
FJI,1977,0.598258
FJI,1978,0.609348
FJI,1979,0.621541
FJI,1980,0.635256
FJI,1981,0.650957
FJI,1982,0.668196
FJI,1983,0.685389
FJI,1984,0.700366
FJI,1985,0.711663
FJI,1986,0.718548
FJI,1987,0.721725
FJI,1988,0.722918
FJI,1989,0.724624
FJI,1990,0.728626
FJI,1991,0.735469
FJI,1992,0.744534
FJI,1993,0.755024
FJI,1994,0.765666
FJI,1995,0.775498
FJI,1996,0.784479
FJI,1997,0.792859
FJI,1998,0.800314
FJI,1999,0.806494
FJI,2000,0.811223
FJI,2001,0.814215
FJI,2002,0.815691
FJI,2003,0.816626
FJI,2004,0.818355
FJI,2005,0.82182
FJI,2006,0.82739
FJI,2007,0.834729
FJI,2008,0.843206
FJI,2009,0.851854
FJI,2010,0.859952
FJI,2011,0.867327
FJI,2012,0.874158
FJI,2013,0.880487
FJI,2014,0.88645
FRA,1950,42.58299182
FRA,1951,42.9276824
FRA,1952,43.24989666
FRA,1953,43.56183362
FRA,1954,43.88888087
FRA,1955,44.28577172
FRA,1956,44.72591509
FRA,1957,45.2216017
FRA,1958,45.72392462
FRA,1959,46.19948836
FRA,1960,46.65554434
FRA,1961,47.20039005
FRA,1962,48.1625322
FRA,1963,48.87393888
FRA,1964,49.43274872
FRA,1965,49.87831346
FRA,1966,50.33215351
FRA,1967,50.72820002
FRA,1968,51.11279632
FRA,1969,51.54932925
FRA,1970,51.99813
FRA,1971,52.441905
FRA,1972,52.919033
FRA,1973,53.399306
FRA,1974,53.838682
FRA,1975,54.20709
FRA,1976,54.494304
FRA,1977,54.715569
FRA,1978,54.897276
FRA,1979,55.077848
FRA,1980,55.285646
FRA,1981,55.527915
FRA,1982,55.797684
FRA,1983,56.091787
FRA,1984,56.402568
FRA,1985,56.723582
FRA,1986,57.056509
FRA,1987,57.402141
FRA,1988,57.751544
FRA,1989,58.092992
FRA,1990,58.418028
FRA,1991,58.724885
FRA,1992,59.01591
FRA,1993,59.292228
FRA,1994,59.55646
FRA,1995,59.811881
FRA,1996,60.055803
FRA,1997,60.290831
FRA,1998,60.531978
FRA,1999,60.799015
FRA,2000,61.105231
FRA,2001,61.456854
FRA,2002,61.847608
FRA,2003,62.262671
FRA,2004,62.680418
FRA,2005,63.084614
FRA,2006,63.470828
FRA,2007,63.842097
FRA,2008,64.198684
FRA,2009,64.542997
FRA,2010,64.876959
FRA,2011,65.199104
FRA,2012,65.508241
FRA,2013,65.807241
FRA,2014,66.100168
GAB,1960,0.51147606
GAB,1961,0.516616017
GAB,1962,0.522551861
GAB,1963,0.52908403
GAB,1964,0.53623433
GAB,1965,0.544025693
GAB,1966,0.552205822
GAB,1967,0.560789586
GAB,1968,0.569790825
GAB,1969,0.57771524
GAB,1970,0.590119
GAB,1971,0.601734
GAB,1972,0.613129
GAB,1973,0.624625
GAB,1974,0.636702
GAB,1975,0.649719
GAB,1976,0.663774
GAB,1977,0.678786
GAB,1978,0.694734
GAB,1979,0.711544
GAB,1980,0.729165
GAB,1981,0.747593
GAB,1982,0.766867
GAB,1983,0.787017
GAB,1984,0.808088
GAB,1985,0.830091
GAB,1986,0.853039
GAB,1987,0.876877
GAB,1988,0.901473
GAB,1989,0.926648
GAB,1990,0.952269
GAB,1991,0.978252
GAB,1992,1.004598
GAB,1993,1.031358
GAB,1994,1.058625
GAB,1995,1.086449
GAB,1996,1.114879
GAB,1997,1.143838
GAB,1998,1.173114
GAB,1999,1.202412
GAB,2000,1.231548
GAB,2001,1.260435
GAB,2002,1.289192
GAB,2003,1.318093
GAB,2004,1.347524
GAB,2005,1.377777
GAB,2006,1.40892
GAB,2007,1.440902
GAB,2008,1.473741
GAB,2009,1.507428
GAB,2010,1.541936
GAB,2011,1.577298
GAB,2012,1.613489
GAB,2013,1.650351
GAB,2014,1.687673
GBR,1950,50.10843828
GBR,1951,50.27137994
GBR,1952,50.41132749
GBR,1953,50.57426534
GBR,1954,50.74620253
GBR,1955,50.92713527
GBR,1956,51.16504611
GBR,1957,51.41095722
GBR,1958,51.63287514
GBR,1959,51.93676343
GBR,1960,52.35260976
GBR,1961,52.78744626
GBR,1962,53.27226728
GBR,1963,53.60514417
GBR,1964,53.97100978
GBR,1965,54.32987419
GBR,1966,54.62276879
GBR,1967,54.93864986
GBR,1968,55.19355651
GBR,1969,55.44046288
GBR,1970,55.611401
GBR,1971,55.785325
GBR,1972,55.927492
GBR,1973,56.039166
GBR,1974,56.122405
GBR,1975,56.179925
GBR,1976,56.212943
GBR,1977,56.224944
GBR,1978,56.223974
GBR,1979,56.220089
GBR,1980,56.221513
GBR,1981,56.23102
GBR,1982,56.250124
GBR,1983,56.283959
GBR,1984,56.337848
GBR,1985,56.415196
GBR,1986,56.519444
GBR,1987,56.649375
GBR,1988,56.797704
GBR,1989,56.953861
GBR,1990,57.110117
GBR,1991,57.2646
GBR,1992,57.419469
GBR,1993,57.575969
GBR,1994,57.736667
GBR,1995,57.90379
GBR,1996,58.079322
GBR,1997,58.263858
GBR,1998,58.456989
GBR,1999,58.657794
GBR,2000,58.867004
GBR,2001,59.080221
GBR,2002,59.301235
GBR,2003,59.548421
GBR,2004,59.846226
GBR,2005,60.210012
GBR,2006,60.64885
GBR,2007,61.15182
GBR,2008,61.68962
GBR,2009,62.221164
GBR,2010,62.716684
GBR,2011,63.164949
GBR,2012,63.573766
GBR,2013,63.955654
GBR,2014,64.331348
GEO,1990,5.460309
GEO,1991,5.418449
GEO,1992,5.345624
GEO,1993,5.25285
GEO,1994,5.156079
GEO,1995,5.067143
GEO,1996,4.989723
GEO,1997,4.921287
GEO,1998,4.859954
GEO,1999,4.801695
GEO,2000,4.743591
GEO,2001,4.685769
GEO,2002,4.629853
GEO,2003,4.575993
GEO,2004,4.524444
GEO,2005,4.475273
GEO,2006,4.429186
GEO,2007,4.385885
GEO,2008,4.34329
GEO,2009,4.298591
GEO,2010,4.250132
GEO,2011,4.196401
GEO,2012,4.13892
GEO,2013,4.082727
GEO,2014,4.034774
GHA,1955,5.916492229
GHA,1956,6.080894351
GHA,1957,6.251689254
GHA,1958,6.429157724
GHA,1959,6.613600137
GHA,1960,6.806300086
GHA,1961,6.997261214
GHA,1962,7.1945946
GHA,1963,7.398629539
GHA,1964,7.611842731
GHA,1965,7.834655823
GHA,1966,8.065382698
GHA,1967,8.304770098
GHA,1968,8.553308699
GHA,1969,8.812272767
GHA,1970,8.596977
GHA,1971,8.827273
GHA,1972,9.083575
GHA,1973,9.350111
GHA,1974,9.60428
GHA,1975,9.831409
GHA,1976,10.023471
GHA,1977,10.189889
GHA,1978,10.35449
GHA,1979,10.55077
GHA,1980,10.802025
GHA,1981,11.117608
GHA,1982,11.488112
GHA,1983,11.89513
GHA,1984,12.311166
GHA,1985,12.716238
GHA,1986,13.103975
GHA,1987,13.480381
GHA,1988,13.852597
GHA,1989,14.232493
GHA,1990,14.62826
GHA,1991,15.042736
GHA,1992,15.471527
GHA,1993,15.907244
GHA,1994,16.339344
GHA,1995,16.760991
GHA,1996,17.169214
GHA,1997,17.568583
GHA,1998,17.969006
GHA,1999,18.384426
GHA,2000,18.824994
GHA,2001,19.293804
GHA,2002,19.788181
GHA,2003,20.305396
GHA,2004,20.840493
GHA,2005,21.389514
GHA,2006,21.951891
GHA,2007,22.528041
GHA,2008,23.115919
GHA,2009,23.713164
GHA,2010,24.317734
GHA,2011,24.928503
GHA,2012,25.544565
GHA,2013,26.164432
GHA,2014,26.786598
GIN,1959,3.441076219
GIN,1960,3.501248214
GIN,1961,3.563851043
GIN,1962,3.628574646
GIN,1963,3.695137927
GIN,1964,3.763625573
GIN,1965,3.834025722
GIN,1966,3.906343892
GIN,1967,3.980566841
GIN,1968,4.05676243
GIN,1969,4.135031345
GIN,1970,4.215442
GIN,1971,4.259102
GIN,1972,4.293208
GIN,1973,4.319502
GIN,1974,4.340748
GIN,1975,4.359735
GIN,1976,4.376768
GIN,1977,4.393551
GIN,1978,4.416074
GIN,1979,4.451872
GIN,1980,4.506559
GIN,1981,4.584305
GIN,1982,4.684992
GIN,1983,4.80474
GIN,1984,4.93723
GIN,1985,5.078689
GIN,1986,5.223553
GIN,1987,5.375058
GIN,1988,5.54827
GIN,1989,5.763843
GIN,1990,6.034082
GIN,1991,6.36711
GIN,1992,6.751394
GIN,1993,7.155564
GIN,1994,7.536389
GIN,1995,7.863033
GIN,1996,8.124799
GIN,1997,8.331366
GIN,1998,8.497582
GIN,1999,8.647336
GIN,2000,8.799165
GIN,2001,8.955756
GIN,2002,9.114287
GIN,2003,9.281572
GIN,2004,9.464771
GIN,2005,9.669023
GIN,2006,9.898301
GIN,2007,10.152521
GIN,2008,10.427356
GIN,2009,10.71577
GIN,2010,11.012406
GIN,2011,11.316351
GIN,2012,11.628767
GIN,2013,11.948726
GIN,2014,12.275527
GMB,1960,0.324863986
GMB,1961,0.334758906
GMB,1962,0.345232549
GMB,1963,0.35632739
GMB,1964,0.368089587
GMB,1965,0.380240397
GMB,1966,0.392792693
GMB,1967,0.405758525
GMB,1968,0.419153572
GMB,1969,0.432989828
GMB,1970,0.447283
GMB,1971,0.460193
GMB,1972,0.474538
GMB,1973,0.48986
GMB,1974,0.505512
GMB,1975,0.52107
GMB,1976,0.536409
GMB,1977,0.551823
GMB,1978,0.567828
GMB,1979,0.585155
GMB,1980,0.604371
GMB,1981,0.625413
GMB,1982,0.648202
GMB,1983,0.67323
GMB,1984,0.701097
GMB,1985,0.732092
GMB,1986,0.766598
GMB,1987,0.804134
GMB,1988,0.84306
GMB,1989,0.881146
GMB,1990,0.916811
GMB,1991,0.94949
GMB,1992,0.979701
GMB,1993,1.008296
GMB,1994,1.036627
GMB,1995,1.065746
GMB,1996,1.095839
GMB,1997,1.126786
GMB,1998,1.159001
GMB,1999,1.19292
GMB,2000,1.228863
GMB,2001,1.267103
GMB,2002,1.307674
GMB,2003,1.350345
GMB,2004,1.394727
GMB,2005,1.440542
GMB,2006,1.487731
GMB,2007,1.536424
GMB,2008,1.586749
GMB,2009,1.638899
GMB,2010,1.693002
GMB,2011,1.749099
GMB,2012,1.807108
GMB,2013,1.866878
GMB,2014,1.928201
GNB,1960,0.707995757
GNB,1961,0.714181597
GNB,1962,0.720783016
GNB,1963,0.727808088
GNB,1964,0.700650363
GNB,1965,0.693183299
GNB,1966,0.686674877
GNB,1967,0.690321194
GNB,1968,0.701656085
GNB,1969,0.706924615
GNB,1970,0.711828
GNB,1971,0.724863
GNB,1972,0.738117
GNB,1973,0.751512
GNB,1974,0.764974
GNB,1975,0.778482
GNB,1976,0.791959
GNB,1977,0.805481
GNB,1978,0.819371
GNB,1979,0.834068
GNB,1980,0.849886
GNB,1981,0.866947
GNB,1982,0.885166
GNB,1983,0.904391
GNB,1984,0.924378
GNB,1985,0.944941
GNB,1986,0.966039
GNB,1987,0.987718
GNB,1988,1.009967
GNB,1989,1.032797
GNB,1990,1.056208
GNB,1991,1.080191
GNB,1992,1.104708
GNB,1993,1.129706
GNB,1994,1.155111
GNB,1995,1.180877
GNB,1996,1.207006
GNB,1997,1.23352
GNB,1998,1.260424
GNB,1999,1.287727
GNB,2000,1.315455
